iter	RMSE
167	3.525399282
168	3.504115404
169	3.493201278
170	3.48496888
171	3.465150142
172	3.442095461
173	3.427436506
174	3.419063746
175	3.401561221
176	3.379008836
177	3.356109099
178	3.338524198
179	3.320751079
180	3.298903637
181	3.282810042
182	3.272030966
183	3.256963467
184	3.245766467
185	3.238310296
186	3.218507812
187	3.207824005
188	3.200326521
189	3.185924198
190	3.171766534
191	3.150041507
192	3.134713886
193	3.121703216
194	3.107412352
195	3.09292279
196	3.073632348
197	3.057747699
198	3.049871822
199	3.039629073
200	3.024170916
201	3.008382193
202	3.000683114
203	2.987466902
204	2.970255068
205	2.957224784
206	2.951323923
207	2.939935218
208	2.925221866
209	2.913851704
210	2.899944729
211	2.892606296
212	2.880463749
213	2.871189138
214	2.863881224
215	2.854695405
216	2.844095169
217	2.832710755
218	2.824524879
219	2.814388669
220	2.796018256
221	2.789132557
222	2.777563455
223	2.767182738
224	2.757055823
225	2.749027097
226	2.74054826
227	2.733403256
228	2.721426203
229	2.704425937
230	2.697456585
231	2.687928061
232	2.67810386
233	2.666551974
234	2.655707009
235	2.650014073
236	2.639913721
237	2.63469252
238	2.624073515
239	2.614681033
240	2.604312297
241	2.594706568
242	2.585130297
243	2.5777393
244	2.572746352
245	2.562537907
246	2.550837564
247	2.544782337
248	2.537458951
249	2.529367705
250	2.519950431
251	2.50957856
252	2.50193222
253	2.494678679
254	2.488174238
255	2.480065905
256	2.473872474
257	2.466986394
258	2.459873915
259	2.449957933
260	2.44569132
261	2.440664671
262	2.43184563
263	2.426169156
264	2.419354827
265	2.411906912
266	2.406215382
267	2.40105532
268	2.394545572
269	2.3861118
270	2.380796497
271	2.373733548
272	2.364866655
273	2.359146443
274	2.349168903
275	2.344010273
276	2.331937435
277	2.32607751
278	2.320355071
279	2.31698102
280	2.312058989
281	2.307287628
282	2.302577179
283	2.294568143
284	2.290334474
285	2.286487671
286	2.281518229
287	2.277784448
288	2.272614294
289	2.267691672
290	2.264162686
291	2.260645634
292	2.251410168
293	2.248523682
294	2.245142267
295	2.241685626
296	2.23396242
297	2.230797287
298	2.227574327
299	2.224311306
300	2.216846324
301	2.213658473
302	2.210443591
303	2.206133915
304	2.195659909
305	2.191452164
306	2.188767421
307	2.185161521
308	2.1811118
309	2.17697178
310	2.173508556
311	2.170971289
312	2.160919315
313	2.157492829
314	2.147644744
315	2.144870809
316	2.135298735
317	2.131627046
318	2.128017978
319	2.124877602
320	2.115534864
321	2.112929061
322	2.1094848
323	2.106959919
324	2.103979968
325	2.100661938
326	2.097694114
327	2.092308719
328	2.089166772
329	2.083950491
330	2.0808307
331	2.078511802
332	2.076224052
333	2.071045779
334	2.059465683
335	2.056447281
336	2.053480714
337	2.042107774
338	2.030899373
339	2.028021641
340	2.025911308
341	2.023157391
342	2.020395458
343	2.01857596
344	2.007612637
345	2.005612095
346	2.003637201
347	2.001055106
348	1.990299765
349	1.987721991
350	1.985188316
351	1.982908265
352	1.98050203
353	1.969515138
354	1.967112886
355	1.964751348
356	1.961011575
357	1.950652494
358	1.940009904
359	1.938455345
360	1.93446576
361	1.924410255
362	1.922169329
363	1.919966577
364	1.916570047
365	1.905763114
366	1.903658022
367	1.893122431
368	1.891030835
369	1.888974673
370	1.885755506
371	1.875646415
372	1.865679205
373	1.862147827
374	1.852322704
375	1.848669672
376	1.838983488
377	1.835224829
378	1.825678104
379	1.823767618
380	1.820353343
381	1.81095715
382	1.801693233
383	1.799851048
384	1.79803982
385	1.796258956
386	1.792975402
387	1.783885338
388	1.774923235
389	1.771746807
390	1.762912271
391	1.75983801
392	1.751129478
393	1.749450983
394	1.746126916
395	1.737554999
396	1.729104043
397	1.72588906
398	1.717558566
399	1.71444781
400	1.70623627
401	1.703226034
402	1.695131953
403	1.693571368
404	1.690976585
405	1.683008213
406	1.680184085
407	1.672330048
408	1.669596492
409	1.661855338
410	1.660291634
411	1.652669897
412	1.650031541
413	1.642519506
414	1.639965633
415	1.632561893
416	1.624782218
417	1.622314832
418	1.620190506
419	1.612997691
420	1.60544106
421	1.597993176
422	1.590652498
423	1.583500258
424	1.576447549
425	1.569492945
426	1.56411326
427	1.558808955
428	1.556573359
429	1.554407993
430	1.549882513
431	1.543450805
432	1.539033942
433	1.53468344
434	1.533369604
435	1.532080351
436	1.525834754
437	1.523824296
438	1.517670193
439	1.516423624
440	1.512265927
441	1.511051155
442	1.50503658
443	1.503125274
444	1.497827331
445	1.492680602
446	1.487680254
447	1.481442859
448	1.475296563
449	1.470481794
450	1.46385096
451	1.459207933
452	1.452700786
453	1.448222629
454	1.441836028
455	1.437516151
456	1.431247069
457	1.427079151
458	1.420526199
459	1.416501622
460	1.412588084
461	1.408782033
462	1.403139243
463	1.397576953
464	1.392093993
465	1.38654971
466	1.381175066
467	1.3758772
468	1.370654994
469	1.365507347
470	1.360433178
471	1.355431416
472	1.350501011
473	1.345640926
474	1.340850141
475	1.336127649
476	1.330740454
477	1.325287199
478	1.319907225
479	1.314733856
480	1.309495309
481	1.304327158
482	1.299359076
483	1.294326752
484	1.289362059
485	1.284591092
486	1.279756862
487	1.274987613
488	1.270373882
489	1.265700313
490	1.261089679
491	1.257600645
492	1.253123135
493	1.248614463
494	1.243248937
495	1.237984245
496	1.233471751
497	1.228336304
498	1.224055978
499	1.219025471
500	1.214810676
501	1.209694632
502	1.204771531
503	1.199941021
504	1.195201439
505	1.190232907
506	1.185587378
507	1.181029442
508	1.176145458
509	1.172125504
510	1.168212169
511	1.164402592
512	1.163424735
513	1.159719091
514	1.158757089
515	1.155152556
516	1.154206087
517	1.150699917
518	1.147286855
519	1.146358143
520	1.143038166
521	1.142124289
522	1.138894858
523	1.137709947
524	1.136816428
525	1.133668624
526	1.132522747
527	1.131648886
528	1.128580699
529	1.12747246
530	1.126617592
531	1.123627058
532	1.12255512
533	1.117855303
534	1.117018548
535	1.115992564
536	1.11118786
537	1.110177657
538	1.105605938
539	1.104594558
540	1.103604976
541	1.098936812
542	1.097962213
543	1.095041545
544	1.090595716
545	1.086713519
546	1.082197403
547	1.081233955
548	1.077424603
549	1.072999754
550	1.072048625
551	1.068310592
552	1.063974975
553	1.05982542
554	1.056973172
555	1.053324658
556	1.049725134
557	1.045552874
558	1.042589141
559	1.038504658
560	1.035604145
561	1.031605525
562	1.030653342
563	1.027205788
564	1.023287338
565	1.019429674
566	1.01848792
567	1.015689458
568	1.01290728
569	1.010163275
570	1.006838093
571	1.002749915
572	0.998146735
573	0.9940747586
574	0.9903961432
575	0.9894503522
576	0.9868244279
577	0.9828249505
578	0.9784024851
579	0.9774626881
580	0.9735510728
581	0.972623592
582	0.9687581852
583	0.9662052476
584	0.961926045
585	0.9581574063
586	0.9572326311
587	0.9530476101
588	0.9493614142
589	0.9484439137
590	0.9459622883
591	0.9418172682
592	0.9377265827
593	0.9347768586
594	0.9318840615
595	0.9278774781
596	0.9250553373
597	0.9222877006
598	0.9183627022
599	0.9156626227
600	0.9126635619
601	0.9100364183
602	0.907130727
603	0.9032345626
604	0.899660351
605	0.896171189
606	0.8927649704
607	0.8894396378
608	0.8863111339
609	0.8827809837
610	0.8797252636
611	0.8762805711
612	0.8731524111
613	0.8696470367
614	0.8667390264
615	0.863220284
616	0.8607855912
617	0.8573222257
618	0.8549402088
619	0.8515313459
620	0.8482356687
621	0.844168028
622	0.8401904826
623	0.8363010195
624	0.8324976681
625	0.8287784989
626	0.8251416234
627	0.822979817
628	0.8208476303
629	0.8172759218
630	0.8151653276
631	0.8130836198
632	0.8095756534
633	0.807514895
634	0.8054823122
635	0.8034775199
636	0.8000245265
637	0.7974202937
638	0.7954500179
639	0.7920646044
640	0.7895096358
641	0.7870741635
642	0.7837631428
643	0.7813643218
644	0.7805758384
645	0.7782194104
646	0.7758973327
647	0.7751364626
648	0.7725721101
649	0.7700553992
650	0.769318558
651	0.767328515
652	0.7654185018
653	0.7634675829
654	0.7615839373
655	0.7584249169
656	0.7564628747
657	0.7545861268
658	0.7515204124
659	0.74963642
660	0.7466927859
661	0.7449021357
662	0.7419206253
663	0.7402941787
664	0.7386992355
665	0.7369967835
666	0.7341071526
667	0.7318837508
668	0.7303557022
669	0.7288572993
670	0.7269750552
671	0.7248082456
672	0.7233423314
673	0.7205292972
674	0.7177782671
675	0.7155103961
676	0.7133954336
677	0.7106720695
678	0.7079085448
679	0.7064918485
680	0.703830009
681	0.7024549223
682	0.7004466297
683	0.6977925657
684	0.6948106983
685	0.692122414
686	0.6895428272
687	0.6869266727
688	0.6849501462
689	0.6824100668
690	0.6811122426
691	0.6781990972
692	0.6756303883
693	0.6731364004
694	0.670619119
695	0.6677425283
696	0.6656434873
697	0.6636679056
698	0.6612623348
699	0.6591356843
700	0.6566811056
701	0.6543872113
702	0.6524609344
703	0.650061429
704	0.6480731955
705	0.6452793209
706	0.6429756751
707	0.6406160716
708	0.638441508
709	0.6364193419
710	0.6345324919
711	0.631803402
712	0.6311320359
713	0.62843824
714	0.6261343016
715	0.623935897
716	0.623017379
717	0.6207722737
718	0.6187159058
719	0.6178251444
720	0.6171662596
721	0.6145071829
722	0.612697485
723	0.6118188072
724	0.6111713135
725	0.608550181
726	0.6063734611
727	0.6058716262
728	0.6032750667
729	0.6027770986
730	0.6002139267
731	0.5980725633
732	0.5961547581
733	0.5956618524
734	0.5931418109
735	0.5910309334
736	0.5905446311
737	0.588048161
738	0.5859774831
739	0.5841083898
740	0.5836268752
741	0.5811724206
742	0.579131167
743	0.5780028701
744	0.577177581
745	0.5767016363
746	0.574278171
747	0.5722837771
748	0.5711729924
749	0.569174362
750	0.5683658769
751	0.5675697353
752	0.5661019042
753	0.5656347497
754	0.5635976886
755	0.5621716188
756	0.561713197
757	0.5593222182
758	0.5588673354
759	0.5564019541
760	0.5559516975
761	0.5536152912
762	0.5517368469
763	0.5512923523
764	0.5489779585
765	0.548536929
766	0.5461490088
767	0.5457124804
768	0.5438685111
769	0.5415990215
770	0.5405459866
771	0.5401146879
772	0.5383966958
773	0.5365759083
774	0.5346448795
775	0.5332168628
776	0.5318240374
777	0.5304654708
778	0.529140255
779	0.5282238117
780	0.5276945696
781	0.5254360213
782	0.5245348805
783	0.5240140545
784	0.5233058929
785	0.5220559194
786	0.5215452475
787	0.5208508305
788	0.5199993031
789	0.5194981039
790	0.518322256
791	0.5171300894
792	0.5157113696
793	0.5152223839
794	0.5145461666
795	0.513151135
796	0.5126705238
797	0.5120035283
798	0.5104738466
799	0.5098170062
800	0.5091701521
801	0.5086973484
802	0.5073268214
803	0.5066887502
804	0.5062240598
805	0.5055949534
806	0.5041095375
807	0.5034900041
808	0.5017447912
809	0.5012869574
810	0.5006740926
811	0.4993327269
812	0.4976114278
813	0.4961694056
814	0.4955635188
815	0.4949668046
816	0.4932648997
817	0.492814121
818	0.4906014027
819	0.4900079733
820	0.4883355778
821	0.4870375126
822	0.4865910232
823	0.486003647
824	0.4843541376
825	0.4829581071
826	0.4823776547
827	0.4819377905
828	0.4813654555
829	0.4797331504
830	0.4786846706
831	0.4770745822
832	0.4766405776
833	0.4760755001
834	0.4744823043
835	0.4731352307
836	0.4725768234
837	0.471003405
838	0.4704515971
839	0.4691394317
840	0.4685959393
841	0.4681485469
842	0.4665912382
843	0.4660533755
844	0.4656110374
845	0.4650805324
846	0.4635375658
847	0.4614232172
848	0.4608961104
849	0.4593813665
850	0.458941156
851	0.4584194935
852	0.4569204468
853	0.4564852124
854	0.45596894
855	0.4554604528
856	0.4539752305
857	0.4535441806
858	0.4530409307
859	0.4515711165
860	0.4511449505
861	0.4506468864
862	0.4491923275
863	0.4478091695
864	0.4473180309
865	0.445275027
866	0.4447886249
867	0.4433593153
868	0.4429377797
869	0.442456372
870	0.4410419048
871	0.4398144312
872	0.4393386083
873	0.4388699425
874	0.4384550152
875	0.4370551635
876	0.4365912931
877	0.4361810786
878	0.434795777
879	0.4343366557
880	0.4339311019
881	0.4334782194
882	0.4321057859
883	0.4316581872
884	0.4303013579
885	0.4291192062
886	0.4286767768
887	0.4282762892
888	0.4264376641
889	0.4259998171
890	0.4244324064
891	0.4231471387
892	0.4227153243
893	0.4208810644
894	0.4196990752
895	0.4178967929
896	0.4161283595
897	0.4143931278
898	0.4126142805
899	0.4122135865
900	0.4105146537
901	0.4087762297
902	0.408379318
903	0.4079888145
904	0.407568877
905	0.4059050883
906	0.4042053677
907	0.4038178956
908	0.4034049887
909	0.4030231384
910	0.4026158401
911	0.4009878659
912	0.399325962
913	0.3989470585
914	0.3985465665
915	0.3981521016
916	0.3968713507
917	0.3957486762
918	0.3941633814
919	0.3925540288
920	0.3921679609
921	0.3906188699
922	0.3893969383
923	0.3887599008
924	0.3875999043
925	0.3860368186
926	0.3845264378
927	0.3830001213
928	0.3826262405
929	0.3822593632
930	0.3818905773
931	0.3806792816
932	0.3796286765
933	0.3780971844
934	0.3774891018
935	0.3759865636
936	0.3753909276
937	0.3739166945
938	0.373446957
939	0.3729442274
940	0.372450389
941	0.3710013199
942	0.3699990554
943	0.3685813708
944	0.3680026583
945	0.3666113895
946	0.3660443521
947	0.3655993929
948	0.3650432812
949	0.3640790991
950	0.3627120285
951	0.3613712897
952	0.3608220913
953	0.3595060722
954	0.3585749705
955	0.3580378816
956	0.3567488808
957	0.3562224361
958	0.3549570176
959	0.3544409664
960	0.3531986185
961	0.3526548421
962	0.3517601155
963	0.3503019649
964	0.3488664319
965	0.3484739219
966	0.3475956753
967	0.3461780183
968	0.3457915338
969	0.3454122129
970	0.3445829529
971	0.343181758
972	0.3423693336
973	0.3412573169
974	0.340881322
975	0.3405122368
976	0.339713251
977	0.3386142391
978	0.3381553827
979	0.3370264374
980	0.3359201785
981	0.3353799302
982	0.3342690124
983	0.3332314713
984	0.3321362299
985	0.3310635689
986	0.3302097501
987	0.3291518341
988	0.3287816693
989	0.3277131883
990	0.3265196313
991	0.3260296467
992	0.3252033474
993	0.3240207353
994	0.3228530319
995	0.3223723689
996	0.3215635438
997	0.3204064502
998	0.319174901
999	0.3179662829
