iter	RMSE
156	3.782433222
157	3.764372813
158	3.741481203
159	3.724040644
160	3.712099621
161	3.692855381
162	3.666753727
163	3.650794621
164	3.623568812
165	3.598870597
166	3.579293187
167	3.557069339
168	3.548175337
169	3.524998833
170	3.501297914
171	3.489088877
172	3.47826563
173	3.456179525
174	3.436523018
175	3.421549078
176	3.406617432
177	3.399230113
178	3.381088381
179	3.358909977
180	3.34635355
181	3.325911668
182	3.304544436
183	3.288293058
184	3.269242775
185	3.250945806
186	3.240491076
187	3.218904428
188	3.195947283
189	3.176842525
190	3.155585006
191	3.138377524
192	3.124380998
193	3.106896379
194	3.09244847
195	3.075897004
196	3.059081594
197	3.045103126
198	3.031458564
199	3.018609357
200	3.001686942
201	2.987964243
202	2.979839094
203	2.969041587
204	2.956097091
205	2.946994924
206	2.931591192
207	2.925325415
208	2.913273073
209	2.905628711
210	2.89844798
211	2.885715696
212	2.876901984
213	2.868000539
214	2.852203853
215	2.835921198
216	2.823115515
217	2.817733792
218	2.806035268
219	2.7955492
220	2.787644444
221	2.775112022
222	2.7667146
223	2.756875809
224	2.750338334
225	2.739207721
226	2.724063278
227	2.713830042
228	2.70467826
229	2.699978965
230	2.693137704
231	2.685336507
232	2.675491119
233	2.669384647
234	2.661232882
235	2.654174988
236	2.64111153
237	2.63199153
238	2.624966778
239	2.612419894
240	2.605759897
241	2.599302178
242	2.591316506
243	2.577427083
244	2.568420645
245	2.563675609
246	2.557250104
247	2.548829606
248	2.541555171
249	2.53085695
250	2.52356864
251	2.517968683
252	2.506150542
253	2.498956128
254	2.491724495
255	2.485731857
256	2.479022502
257	2.470962114
258	2.457147347
259	2.451626733
260	2.444718955
261	2.437813172
262	2.427512904
263	2.421733129
264	2.41705415
265	2.41313828
266	2.403225163
267	2.397649052
268	2.391421219
269	2.3871962
270	2.382568955
271	2.378201308
272	2.372554055
273	2.368427619
274	2.364212504
275	2.357776219
276	2.351866235
277	2.347806394
278	2.338593846
279	2.334624537
280	2.329423799
281	2.321033836
282	2.316146177
283	2.312758391
284	2.304270171
285	2.299325146
286	2.295658547
287	2.290807677
288	2.282518477
289	2.273960251
290	2.269228509
291	2.265731926
292	2.256663602
293	2.252005057
294	2.243126433
295	2.237412563
296	2.234149441
297	2.231086925
298	2.226553005
299	2.223374806
300	2.218942959
301	2.215872592
302	2.210474699
303	2.202530354
304	2.191597043
305	2.187906458
306	2.179671818
307	2.175479651
308	2.171926419
309	2.169453524
310	2.166637881
311	2.163884465
312	2.161166398
313	2.157820915
314	2.154112626
315	2.151807566
316	2.146932294
317	2.136666677
318	2.13343312
319	2.128727442
320	2.126210437
321	2.123752234
322	2.121325226
323	2.118831839
324	2.116466869
325	2.113236584
326	2.108777227
327	2.105566744
328	2.102380842
329	2.099498438
330	2.0964024
331	2.092177908
332	2.090012812
333	2.08705104
334	2.082097165
335	2.078023152
336	2.075960516
337	2.06575119
338	2.06397286
339	2.061976993
340	2.058076796
341	2.055308881
342	2.051516342
343	2.049607355
344	2.046947639
345	2.04433806
346	2.042492336
347	2.040671436
348	2.038875397
349	2.037103082
350	2.035354555
351	2.025524375
352	2.021792342
353	2.020096115
354	2.009063712
355	2.006652579
356	1.995793735
357	1.993446127
358	1.991143339
359	1.987613574
360	1.976967874
361	1.973699239
362	1.970318336
363	1.968116599
364	1.957642585
365	1.954376661
366	1.944050278
367	1.933868138
368	1.931773701
369	1.928620666
370	1.918601671
371	1.916571109
372	1.913526013
373	1.9036674
374	1.893946524
375	1.891873346
376	1.889956775
377	1.887025218
378	1.877477028
379	1.874641531
380	1.865228621
381	1.855947256
382	1.850254272
383	1.844624808
384	1.835542304
385	1.832825127
386	1.823871918
387	1.818383598
388	1.809589084
389	1.804195167
390	1.795556502
391	1.792954031
392	1.78766304
393	1.779179776
394	1.773979808
395	1.765646998
396	1.763153171
397	1.754940147
398	1.749869773
399	1.741802542
400	1.736819294
401	1.734430259
402	1.726508764
403	1.721620528
404	1.713839779
405	1.711542578
406	1.703874613
407	1.699107569
408	1.689476345
409	1.687273371
410	1.679820701
411	1.675176581
412	1.667856228
413	1.663291592
414	1.654034714
415	1.651933851
416	1.644819131
417	1.640187283
418	1.633195176
419	1.631179446
420	1.622264827
421	1.617755935
422	1.613301036
423	1.611379227
424	1.604603503
425	1.599822705
426	1.593163789
427	1.588864239
428	1.587030548
429	1.580489478
430	1.574042511
431	1.565354811
432	1.556804067
433	1.549839605
434	1.541480186
435	1.533252293
436	1.526504863
437	1.524829208
438	1.51680224
439	1.514989952
440	1.508971841
441	1.503040358
442	1.496558123
443	1.490174247
444	1.4824885
445	1.475492279
446	1.468003962
447	1.462211802
448	1.456688949
449	1.455038977
450	1.44987837
451	1.444319942
452	1.438912957
453	1.433652777
454	1.43207268
455	1.426958895
456	1.421983101
457	1.417141068
458	1.415625794
459	1.410917611
460	1.406335147
461	1.40187455
462	1.397532085
463	1.396084084
464	1.391860409
465	1.387910513
466	1.386513178
467	1.38239688
468	1.378538014
469	1.374775907
470	1.370727723
471	1.366894073
472	1.365555168
473	1.36159155
474	1.357995354
475	1.354488517
476	1.353196839
477	1.349302292
478	1.345873915
479	1.342530215
480	1.341284351
481	1.33691299
482	1.333114651
483	1.332057203
484	1.330982373
485	1.327265438
486	1.326226671
487	1.325200942
488	1.32096619
489	1.319939101
490	1.316855462
491	1.315849423
492	1.312287299
493	1.311297335
494	1.310319865
495	1.306210341
496	1.305234712
497	1.302277926
498	1.29982949
499	1.29888135
500	1.295465379
501	1.293087377
502	1.292165099
503	1.291250957
504	1.28839483
505	1.284816198
506	1.282517605
507	1.280274722
508	1.279389758
509	1.276120335
510	1.273941624
511	1.273080854
512	1.269608613
513	1.268767694
514	1.265363023
515	1.263256265
516	1.261200391
517	1.260374641
518	1.257709057
519	1.255712946
520	1.252403295
521	1.251600368
522	1.25082449
523	1.247580472
524	1.245650047
525	1.24203934
526	1.240156448
527	1.239385502
528	1.235665091
529	1.23383156
530	1.233078084
531	1.229431607
532	1.228712154
533	1.224231532
534	1.222458757
535	1.221727208
536	1.217321532
537	1.215605163
538	1.214929955
539	1.211904955
540	1.20758231
541	1.206878678
542	1.205223675
543	1.200972864
544	1.200290445
545	1.199653584
546	1.196165699
547	1.19199401
548	1.18635843
549	1.184766283
550	1.181885484
551	1.180331282
552	1.179674782
553	1.176926633
554	1.175415943
555	1.174777342
556	1.17072532
557	1.167042811
558	1.161564606
559	1.157964743
560	1.153925975
561	1.150386106
562	1.146434878
563	1.142953727
564	1.139087929
565	1.137612005
566	1.13419666
567	1.130843687
568	1.12940112
569	1.126108447
570	1.122875772
571	1.119701925
572	1.119169638
573	1.116053064
574	1.112458758
575	1.107189051
576	1.103679748
577	1.098514719
578	1.095088295
579	1.090025929
580	1.086983208
581	1.084505598
582	1.083901642
583	1.080563376
584	1.076097353
585	1.07170651
586	1.068737183
587	1.064434451
588	1.061513851
589	1.058627273
590	1.053903059
591	1.049677481
592	1.049092126
593	1.046266641
594	1.042159741
595	1.038042361
596	1.034866468
597	1.030360958
598	1.026346855
599	1.025776
600	1.022679669
601	1.020420125
602	1.016506159
603	1.012608667
604	1.009584625
605	1.005759829
606	1.002389095
607	0.9990776281
608	0.9938021473
609	0.989127459
610	0.9854701446
611	0.9808826769
612	0.9763559914
613	0.9745920691
614	0.9717576421
615	0.9681410969
616	0.9641234263
617	0.9591342196
618	0.9547615226
619	0.950446915
620	0.9473907299
621	0.9431457848
622	0.9401547027
623	0.9359780416
624	0.9318567672
625	0.9292085917
626	0.9258337117
627	0.9211941313
628	0.9183337983
629	0.9143449119
630	0.9115445073
631	0.9076193756
632	0.9048772603
633	0.901014656
634	0.8972033905
635	0.89471751
636	0.8915285685
637	0.8871841529
638	0.8845592852
639	0.8808691057
640	0.8782980016
641	0.8746662908
642	0.8722921297
643	0.8687178406
644	0.8656713785
645	0.8626764505
646	0.8602190245
647	0.8561197275
648	0.853714906
649	0.8502645723
650	0.8479080986
651	0.8445121456
652	0.8411617894
653	0.8365155035
654	0.8332305604
655	0.8301115661
656	0.8256031787
657	0.8211967315
658	0.8181763845
659	0.8138821676
660	0.8106997052
661	0.8084890274
662	0.8053779554
663	0.8022819864
664	0.7994099056
665	0.7963947067
666	0.7934400722
667	0.7909099757
668	0.7888176993
669	0.7862804034
670	0.7832996707
671	0.7804418889
672	0.7776413927
673	0.7751921374
674	0.7722958366
675	0.77023948
676	0.7673863658
677	0.7645717309
678	0.7621964402
679	0.7595741069
680	0.7571118587
681	0.7550878774
682	0.7523418493
683	0.7498341903
684	0.7467476097
685	0.7447888778
686	0.7417576526
687	0.7398404023
688	0.7374024965
689	0.7353120112
690	0.7330695486
691	0.730111311
692	0.7279171796
693	0.7257715232
694	0.7228535339
695	0.7207539202
696	0.7187005096
697	0.715822139
698	0.7138126026
699	0.7118471109
700	0.7090077545
701	0.7070840817
702	0.7052024025
703	0.701782236
704	0.6989861909
705	0.6971581637
706	0.6938082319
707	0.691978176
708	0.6892359414
709	0.6876253411
710	0.6858325892
711	0.6825727344
712	0.6808148736
713	0.678139436
714	0.6764186817
715	0.6737912753
716	0.6720437111
717	0.6688682218
718	0.666281453
719	0.6644918812
720	0.6630046157
721	0.6598987577
722	0.6568403844
723	0.6551925117
724	0.6537558518
725	0.6507545784
726	0.6491467674
727	0.646629058
728	0.6436836798
729	0.6422970371
730	0.6394006922
731	0.6378466895
732	0.6365028219
733	0.6336605543
734	0.6321441936
735	0.63016922
736	0.6281560115
737	0.6264444757
738	0.6240114315
739	0.6223333506
740	0.6199729743
741	0.6183312174
742	0.6159746323
743	0.6143727402
744	0.6120774659
745	0.6105099877
746	0.6082492401
747	0.6058301346
748	0.6045238413
749	0.6021474174
750	0.6007053486
751	0.5984873016
752	0.5969103048
753	0.5956465813
754	0.5933364762
755	0.5919342622
756	0.5907058382
757	0.5874766502
758	0.5860107344
759	0.583767915
760	0.5825751214
761	0.5810865852
762	0.5797257062
763	0.5775958941
764	0.5761389237
765	0.5740383863
766	0.5726127917
767	0.5695646082
768	0.5681997668
769	0.5670603038
770	0.5657205059
771	0.5636654553
772	0.5615581472
773	0.5604430307
774	0.5593519428
775	0.5565837598
776	0.5552964724
777	0.5532482936
778	0.5521871973
779	0.5511487191
780	0.5498935445
781	0.5479088006
782	0.5470085896
783	0.5459904431
784	0.5438160961
785	0.541839628
786	0.540781762
787	0.5384731237
788	0.5374945371
789	0.5349681694
790	0.5342840098
791	0.533112038
792	0.5311999784
793	0.5305253883
794	0.5298607736
795	0.5287220016
796	0.5268025175
797	0.5248937902
798	0.5230479927
799	0.5223894643
800	0.5217405877
801	0.5199275281
802	0.5192883573
803	0.5175072035
804	0.5166023955
805	0.5144175829
806	0.5128485011
807	0.5119662287
808	0.5104208407
809	0.5088971172
810	0.5080362862
811	0.5065353432
812	0.5051650586
813	0.5036929392
814	0.5027779734
815	0.5014396606
816	0.5001245971
817	0.4986897613
818	0.4978546425
819	0.4964408343
820	0.4951627113
821	0.4943455584
822	0.4929594079
823	0.4915923282
824	0.4907153588
825	0.4894730715
826	0.4882522559
827	0.4869188433
828	0.4861250396
829	0.4848106915
830	0.4836232892
831	0.4817648905
832	0.4799576626
833	0.4782002268
834	0.4769066654
835	0.4751963683
836	0.4735331836
837	0.4719158307
838	0.4703430599
839	0.4688061022
840	0.4672798288
841	0.4656759693
842	0.4641936095
843	0.4627520989
844	0.4612444067
845	0.4599061298
846	0.4585115031
847	0.4570446322
848	0.455493545
849	0.4541428653
850	0.4527158125
851	0.4518628399
852	0.4504565981
853	0.4489664933
854	0.4481458171
855	0.4467709454
856	0.4453187634
857	0.4445077195
858	0.4431667869
859	0.4414532793
860	0.4402747731
861	0.438586847
862	0.4377938248
863	0.4366325298
864	0.4349735483
865	0.4341688424
866	0.4330225535
867	0.4313982637
868	0.4302702158
869	0.4294998129
870	0.4279033726
871	0.4267918133
872	0.4252192979
873	0.4244685134
874	0.4229268505
875	0.4218276822
876	0.4207498256
877	0.4192274661
878	0.4187789285
879	0.417717366
880	0.4162383188
881	0.4157955419
882	0.4143426445
883	0.4139063029
884	0.4128648339
885	0.4113769191
886	0.4109482519
887	0.4095258865
888	0.4083615367
889	0.4079386313
890	0.4067450454
891	0.4055719033
892	0.4044188399
893	0.4032854971
894	0.4026012238
895	0.40148567
896	0.4003891517
897	0.3993113304
898	0.398632242
899	0.3975712175
900	0.3965282448
901	0.3955030035
902	0.3945014808
903	0.3934913951
904	0.3924984492
905	0.391507454
906	0.3905535812
907	0.3895913967
908	0.388913869
909	0.3879664375
910	0.386984743
911	0.3860747601
912	0.3849763874
913	0.3836533191
914	0.3832288472
915	0.3819244593
916	0.380958154
917	0.3799859759
918	0.3790902794
919	0.3778109046
920	0.3773950105
921	0.3761336126
922	0.3757233718
923	0.3744796511
924	0.3740749277
925	0.3728485917
926	0.3724492548
927	0.3712400174
928	0.3699562086
929	0.3695618413
930	0.3691730838
931	0.3679822116
932	0.3667233016
933	0.366106841
934	0.3657281877
935	0.3642585069
936	0.3630917568
937	0.3624436558
938	0.3612923994
939	0.3606525622
940	0.3593194151
941	0.358104182
942	0.3577340628
943	0.3563116747
944	0.3554076806
945	0.3542815537
946	0.3539182279
947	0.3528076787
948	0.3524490077
949	0.3513537868
950	0.350178298
951	0.3495602464
952	0.348224327
953	0.3476572332
954	0.3462599298
955	0.3457037958
956	0.344630256
957	0.3441481353
958	0.3430895545
959	0.3426166267
960	0.3415727632
961	0.3409701261
962	0.3397198209
963	0.3386697339
964	0.3382091327
965	0.3375040456
966	0.3369141685
967	0.3355644733
968	0.3352327483
969	0.3342084321
970	0.3338810178
971	0.3328707212
972	0.3316671254
973	0.3310372253
974	0.3305212705
975	0.3294995402
976	0.3288192224
977	0.3283104089
978	0.3269977396
979	0.3264987143
980	0.3252142116
981	0.3247829051
982	0.3238041697
983	0.3232373901
984	0.3220825411
985	0.3214707503
986	0.3202192198
987	0.3198015385
988	0.3192464858
989	0.3182309906
990	0.3176921432
991	0.3164890049
992	0.3159666467
993	0.3154533599
994	0.3146553336
995	0.3136885589
996	0.3125233456
997	0.3120230257
998	0.3115313619
999	0.3101192966
